date,strategy_net,benchmark_net
2023-12-07,0.8917429946319572,0.820895191482342
2023-12-10,0.893942918248075,0.8272671719431648
2023-12-11,0.8926681390902934,0.8289620964821419
2023-12-12,0.8896124191887307,0.8142948945265168
2023-12-13,0.8901209818935406,0.8113395412723364
2023-12-14,0.8855692559698497,0.807434497655922
2023-12-17,0.8876191848031133,0.8112542614056532
2023-12-18,0.8858970854977858,0.8089213696596136
2023-12-19,0.8845253416998584,0.8045963365284459
2023-12-20,0.8851809192051091,0.8151902024052902
2023-12-21,0.883670006081484,0.8178290989467962
2023-12-24,0.883670006081484,0.8178665954923545
2023-12-25,0.883670006081484,0.8144274056657841
2023-12-26,0.883670006081484,0.8179163065651037
2023-12-27,0.883670006081484,0.8374548531728582
2023-12-28,0.883670006081484,0.8374355368490923
